EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0005645751953125,0,1,INITIAL_BUFFERING,Writing,45226
0.004782438278198242,0,1,PLAY,InitialBuffering-Play,0
0.0061681270599365234,0,0,PLAY,StillPlaying,45226
0.3562793731689453,0,1,PLAY,Writing,88783.0
0.9381058216094971,0,2,PLAY,Writing,128503.0
1.7880144119262695,1,3,PLAY,Writing,177437.0
2.7815847396850586,2,4,PLAY,Writing,217761.0
3.71781063079834,3,5,PLAY,Writing,255865.0
4.007719039916992,4,4,PLAY,StillPlaying,88783.0
4.602432012557983,4,5,PLAY,Writing,323047.0
6.638911962509155,6,6,PLAY,Writing,378355.0
8.008403778076172,8,5,PLAY,StillPlaying,128503.0
9.055809020996094,9,6,PLAY,Writing,509091.0
11.672911167144775,11,7,PLAY,Writing,577751.0
12.007638454437256,12,6,PLAY,StillPlaying,177437.0
15.216219663619995,15,7,PLAY,Writing,782553.0
16.007911682128906,16,6,PLAY,StillPlaying,217761.0
20.007803678512573,20,5,PLAY,StillPlaying,255865.0
20.094422340393066,20,6,PLAY,Writing,1008699.0
23.803577661514282,23,7,PLAY,Writing,782553.0
24.007930755615234,24,6,PLAY,StillPlaying,323047.0
28.007771253585815,28,5,PLAY,StillPlaying,378355.0
28.639857053756714,28,6,PLAY,Writing,1008699.0
32.0077440738678,32,5,PLAY,StillPlaying,509091.0
32.27762579917908,32,6,PLAY,Writing,782553.0
34.90048933029175,34,7,PLAY,Writing,1008699.0
36.00773358345032,36,6,PLAY,StillPlaying,577751.0
37.82587242126465,37,7,PLAY,Writing,782553.0
40.00820779800415,40,6,PLAY,StillPlaying,782553.0
42.431084394454956,42,7,PLAY,Writing,1008699.0
44.007760763168335,44,6,PLAY,StillPlaying,1008699.0
45.56359505653381,45,7,PLAY,Writing,782553.0
48.00780773162842,48,6,PLAY,StillPlaying,782553.0
49.63339424133301,49,7,PLAY,Writing,1008699.0
52.00775146484375,52,6,PLAY,StillPlaying,1008699.0
53.49324560165405,53,7,PLAY,Writing,782553.0
56.00774621963501,56,6,PLAY,StillPlaying,782553.0
58.23369765281677,58,7,PLAY,Writing,1008699.0
60.00774788856506,60,6,PLAY,StillPlaying,1008699.0
61.08317756652832,61,7,PLAY,Writing,782553.0
64.00776791572571,64,6,PLAY,StillPlaying,782553.0
64.22596454620361,64,7,PLAY,Writing,1008699.0
66.85120105743408,66,8,PLAY,Writing,782553.0
68.0077486038208,68,7,PLAY,StillPlaying,1008699.0
69.77719712257385,69,8,PLAY,Writing,1008699.0
72.00778341293335,72,7,PLAY,StillPlaying,782553.0
72.78726553916931,72,8,PLAY,Writing,782553.0
76.00775384902954,76,7,PLAY,StillPlaying,1008699.0
76.82952332496643,76,8,PLAY,Writing,1008699.0
79.84526324272156,79,9,PLAY,Writing,782553.0
80.00766682624817,80,8,PLAY,StillPlaying,782553.0
84.00773167610168,84,7,PLAY,StillPlaying,1008699.0
84.41466188430786,84,8,PLAY,Writing,1008699.0
87.91172170639038,87,9,PLAY,Writing,782553.0
88.00758385658264,88,8,PLAY,StillPlaying,782553.0
92.00793123245239,92,7,PLAY,StillPlaying,1008699.0
92.72816514968872,92,8,PLAY,Writing,1008699.0
95.89394116401672,95,9,PLAY,Writing,782553.0
96.00772166252136,96,8,PLAY,StillPlaying,782553.0
100.00847148895264,100,7,PLAY,StillPlaying,1008699.0
100.59153461456299,100,8,PLAY,Writing,1008699.0
104.00774550437927,104,7,PLAY,StillPlaying,782553.0
104.16438174247742,104,8,PLAY,Writing,782553.0
108.0077965259552,108,7,PLAY,StillPlaying,1008699.0
109.0043306350708,108,8,PLAY,Writing,1008699.0
112.00928092002869,112,7,PLAY,StillPlaying,782553.0
112.66481018066406,112,8,PLAY,Writing,782553.0
116.00780510902405,116,7,PLAY,StillPlaying,1008699.0
116.90205574035645,116,8,PLAY,Writing,1008699.0
120.0084342956543,120,7,PLAY,StillPlaying,782553.0
120.0457854270935,120,8,PLAY,Writing,782553.0
124.0078694820404,124,7,PLAY,StillPlaying,1008699.0
124.53015398979187,124,8,PLAY,Writing,1008699.0
127.64030027389526,127,9,PLAY,Writing,782553.0
128.00763607025146,128,8,PLAY,StillPlaying,782553.0
131.96761631965637,131,9,PLAY,Writing,1008699.0
132.00807094573975,132,8,PLAY,StillPlaying,1008699.0
135.09347295761108,135,9,PLAY,Writing,782553.0
136.00784182548523,136,8,PLAY,StillPlaying,782553.0
